ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,הנחה,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend,מספר פריט,פוסט,פתיח מותאם
4001180000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Hf97545a0fd034777aacd47702e37b6c9n.jpg,,10X10 CM Floor Drains Black/Chrome Brass Shower Floor Drain Bathroom Deodorant Square Floor Drain Strainer Cover Grate Waste,ILS 46.74,ILS 46.74,0%,ILS,8,ILS 3.74,7,ILS 3.27,192,100.0,https://s.click.aliexpress.com/e/_oFB7Kzd,,,,,,,1000040,"💡 איך לא חשבו על זה קודם?

🛍 10X10 CM Floor Drains Black/Chrome Brass Shower Floor Drain Bathroom Deodorant Square Floor Drain Strainer Cover Grate Waste

מחיר מבצע: [ILS 46.74 ש""ח](https://s.click.aliexpress.com/e/_oFB7Kzd) (מחיר מקורי: ILS 46.74 ש""ח)

⭐ דירוג: 1000%
הוזמן כבר 192 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oFB7Kzd

מספר פריט: 1000040
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Hf97545a0fd034777aacd47702e37b6c9n.jpg
",🆕 הגיע לראשונה – 10X10 CM Floor Drains Black/Chrome Brass Shower Floor Drain Bathroom Deodorant Square Floor Drain Strainer Cover Grate Waste
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S475ef0cb1afa4e65b94c6b192b1bbb95n.jpg,,Latest Version Wellsim Pro Single Side Adhesive Universal Card Sticker For Iphone 6 To Iphone 15 Pro Max Stable Unlock Sticker,ILS 97.92,ILS 34.27,65%,ILS,7,ILS 2.40,7,ILS 2.40,699,94.3,https://s.click.aliexpress.com/e/_oBtZTiL,,,,,,,1000041,"🔧 קטן בגודל – גדול בפתרון!

🛍 Latest Version Wellsim Pro Single Side Adhesive Universal Card Sticker For Iphone 6 To Iphone 15 Pro Max Stable Unlock Sticker

מחיר מבצע: [ILS 34.27 ש""ח](https://s.click.aliexpress.com/e/_oBtZTiL) (מחיר מקורי: ILS 97.92 ש""ח)
💸 חסכתם: 65%
⭐ דירוג: 943%
הוזמן כבר 699 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oBtZTiL

מספר פריט: 1000041
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S475ef0cb1afa4e65b94c6b192b1bbb95n.jpg
",🆕 הגיע לראשונה – Latest Version Wellsim Pro Single Side Adhesive Universal Card Sticker For Iphone 6 To Iphone 15 Pro Max Stable Unlock Sticker
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sc884928cc4d54bdc915731887438c247B.jpg,,Luxury Designer Women Sandals 2025 New Woven with Comfortable Women's Sandals Casual Bottom Summer Flat Woman Slippers,ILS 70.94,ILS 34.05,52%,ILS,7,ILS 2.38,7,ILS 2.38,4508,91.6,https://s.click.aliexpress.com/e/_ok8dKgF,,,,,,,1000042,"🧰 גאדג'ט שכל אחד צריך בבית!

🛍 Luxury Designer Women Sandals 2025 New Woven with Comfortable Women's Sandals Casual Bottom Summer Flat Woman Slippers

מחיר מבצע: [ILS 34.05 ש""ח](https://s.click.aliexpress.com/e/_ok8dKgF) (מחיר מקורי: ILS 70.94 ש""ח)
💸 חסכתם: 52%
⭐ דירוג: 916%
הוזמן כבר 4508 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_ok8dKgF

מספר פריט: 1000042
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sc884928cc4d54bdc915731887438c247B.jpg
",🆕 הגיע לראשונה – Luxury Designer Women Sandals 2025 New Woven with Comfortable Women's Sandals Casual Bottom Summer Flat Woman Slippers
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S5e6bd20098a249cebe9af6d856cc5d18E.jpg,,Itsok T388 Long Range walkie talkie for Kids FRS Free Licience Two Way Radio,ILS 123.86,ILS 38.15,69%,ILS,7,ILS 2.67,7,ILS 2.67,3680,90.3,https://s.click.aliexpress.com/e/_oEEiUmB,,,,,,,1000043,"✨ פתרון חכם לבית שלך! ✨

🛍 Itsok T388 Long Range walkie talkie for Kids FRS Free Licience Two Way Radio

מחיר מבצע: [ILS 38.15 ש""ח](https://s.click.aliexpress.com/e/_oEEiUmB) (מחיר מקורי: ILS 123.86 ש""ח)
💸 חסכתם: 69%
⭐ דירוג: 903%
הוזמן כבר 3680 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oEEiUmB

מספר פריט: 1000043
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S5e6bd20098a249cebe9af6d856cc5d18E.jpg
",⭐ כולם מדברים על זה – Itsok T388 Long Range walkie talkie for Kids FRS Free Licience Two Way Radio
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S9711857a22c34f9b835316c1d4666187O.jpg,,27/38/48cm Aquarium Plant Tweezers Multifuctional Stainless Steel Elbow Tweezers Fish Tank Aquascape Tools Aquarium Feeding Tong,ILS 9.85,ILS 9.64,2%,ILS,8,ILS 0.77,7,ILS 0.67,2012,89.8,https://s.click.aliexpress.com/e/_onsXx3N,,,,,,,1000044,"🔧 קטן בגודל – גדול בפתרון!

🛍 27/38/48cm Aquarium Plant Tweezers Multifuctional Stainless Steel Elbow Tweezers Fish Tank Aquascape Tools Aquarium Feeding Tong

מחיר מבצע: [ILS 9.64 ש""ח](https://s.click.aliexpress.com/e/_onsXx3N) (מחיר מקורי: ILS 9.85 ש""ח)
💸 חסכתם: 2%
⭐ דירוג: 898%
הוזמן כבר 2012 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_onsXx3N

מספר פריט: 1000044
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S9711857a22c34f9b835316c1d4666187O.jpg
",🛍️ מציאה מיוחדת: 27/38/48cm Aquarium Plant Tweezers Multifuctional Stainless Steel Elbow Tweezers Fish Tank Aquascape Tools Aquarium Feeding Tong
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sdb6265c21e9046adb49045495f586e42g.jpg,,Summer Men Sandals Genuine Leather Mens Casual Shoes Outdoor Men Leather Sandals for Men Beach Shoes Roman Shoes Plus Size 38-48,ILS 144.77,ILS 62.25,57%,ILS,7,ILS 4.36,7,ILS 4.36,5214,91.2,https://s.click.aliexpress.com/e/_ooEDNUB,,,,,,,1000045,"🎁 מתנה נהדרת במחיר קטן!

🛍 Summer Men Sandals Genuine Leather Mens Casual Shoes Outdoor Men Leather Sandals for Men Beach Shoes Roman Shoes Plus Size 38-48

מחיר מבצע: [ILS 62.25 ש""ח](https://s.click.aliexpress.com/e/_ooEDNUB) (מחיר מקורי: ILS 144.77 ש""ח)
💸 חסכתם: 57%
⭐ דירוג: 912%
הוזמן כבר 5214 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_ooEDNUB

מספר פריט: 1000045
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sdb6265c21e9046adb49045495f586e42g.jpg
",✨ החידוש שאתם חייבים בבית – Summer Men Sandals Genuine Leather Mens Casual Shoes Outdoor Men Leather Sandals for Men Beach Shoes Roman Shoes Plus Size 38-48
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Se41b16200d91422d9cbc257ecd91f270l.jpg,,2025 New Men's Massage Slippers Indoor Outdoor Sandals Beach Comfortable Soft Slides Clogs Casual Shoes Men Women Home Slippers,ILS 54.02,ILS 46.93,13%,ILS,7,ILS 3.29,7,ILS 3.29,6777,93.7,https://s.click.aliexpress.com/e/_oF0VwVH,,,,,,,1000046,"🧰 גאדג'ט שכל אחד צריך בבית!

🛍 2025 New Men's Massage Slippers Indoor Outdoor Sandals Beach Comfortable Soft Slides Clogs Casual Shoes Men Women Home Slippers

מחיר מבצע: [ILS 46.93 ש""ח](https://s.click.aliexpress.com/e/_oF0VwVH) (מחיר מקורי: ILS 54.02 ש""ח)
💸 חסכתם: 13%
⭐ דירוג: 937%
הוזמן כבר 6777 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oF0VwVH

מספר פריט: 1000046
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Se41b16200d91422d9cbc257ecd91f270l.jpg
",🛍️ מציאה מיוחדת: 2025 New Men's Massage Slippers Indoor Outdoor Sandals Beach Comfortable Soft Slides Clogs Casual Shoes Men Women Home Slippers
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S113eb610eb3d49b39484eff19ce2d637u.jpg,,304 Stainless steel Lunch box with Tableware for Adults Kids Leakproof Lunch Container Portable Grids Bento Box Food Containers,ILS 131.76,ILS 44.80,66%,ILS,7,ILS 3.14,7,ILS 3.14,710,91.0,https://s.click.aliexpress.com/e/_oEzzert,,,,,,,1000047,"📦 מוצר שימושי במחיר מפתיע!

🛍 304 Stainless steel Lunch box with Tableware for Adults Kids Leakproof Lunch Container Portable Grids Bento Box Food Containers

מחיר מבצע: [ILS 44.80 ש""ח](https://s.click.aliexpress.com/e/_oEzzert) (מחיר מקורי: ILS 131.76 ש""ח)
💸 חסכתם: 66%
⭐ דירוג: 910%
הוזמן כבר 710 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oEzzert

מספר פריט: 1000047
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S113eb610eb3d49b39484eff19ce2d637u.jpg
",🎉 פריט מושלם במחיר לוהט – 304 Stainless steel Lunch box with Tableware for Adults Kids Leakproof Lunch Container Portable Grids Bento Box Food Containers
1005000000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sb7c0d6d8f2884c329f5283cae670d454N.jpg,,Genixgreen DIY Twisted Cord Lamp Base Rope Electrical Wire 2 Core 2M 3M E27 EU Plug Plastic Socket Vintage ON OFF Switch Cable,ILS 12.78,ILS 12.61,1%,ILS,8,ILS 1.01,7,ILS 0.88,361,98.7,https://s.click.aliexpress.com/e/_ooQV8OR,,,,,,,1000048,"🧼 סדר וארגון כמו שחלמתם!

🛍 Genixgreen DIY Twisted Cord Lamp Base Rope Electrical Wire 2 Core 2M 3M E27 EU Plug Plastic Socket Vintage ON OFF Switch Cable

מחיר מבצע: [ILS 12.61 ש""ח](https://s.click.aliexpress.com/e/_ooQV8OR) (מחיר מקורי: ILS 12.78 ש""ח)
💸 חסכתם: 1%
⭐ דירוג: 987%
הוזמן כבר 361 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_ooQV8OR

מספר פריט: 1000048
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sb7c0d6d8f2884c329f5283cae670d454N.jpg
",🎯 אל תפספסו את זה – Genixgreen DIY Twisted Cord Lamp Base Rope Electrical Wire 2 Core 2M 3M E27 EU Plug Plastic Socket Vintage ON OFF Switch Cable
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S4983d515963546bf9efa100d9d4c4269c.jpg,,Micro Drip Irrigation System Portable 20M Automatic Watering with Adjustable Drippers Misting Watering Kits Garden Hose,ILS 15.49,ILS 15.49,0%,ILS,9,ILS 1.39,9,ILS 1.39,2673,93.5,https://s.click.aliexpress.com/e/_oCyuZCJ,,,,,,,1000049,"🧰 גאדג'ט שכל אחד צריך בבית!

🛍 Micro Drip Irrigation System Portable 20M Automatic Watering with Adjustable Drippers Misting Watering Kits Garden Hose

מחיר מבצע: [ILS 15.49 ש""ח](https://s.click.aliexpress.com/e/_oCyuZCJ) (מחיר מקורי: ILS 15.49 ש""ח)

⭐ דירוג: 935%
הוזמן כבר 2673 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oCyuZCJ

מספר פריט: 1000049
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S4983d515963546bf9efa100d9d4c4269c.jpg
",🎉 פריט מושלם במחיר לוהט – Micro Drip Irrigation System Portable 20M Automatic Watering with Adjustable Drippers Misting Watering Kits Garden Hose
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S6fd1104a1b01480cac74f6800ab60b6f1.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2675472700/p/1/e/6/t/10301/1100192851340.mp4,Smart Sunset Lamp Tuya LED Night Ligh USB RGB Smart Life APP Remote Projection For Room Decoration Photography Festival Birth,ILS 95.17,ILS 33.31,65%,ILS,7,ILS 2.33,7,ILS 2.33,1371,91.4,https://s.click.aliexpress.com/e/_oEYFFLl,,,,,,,1000050,"💡 איך לא חשבו על זה קודם?

🛍 Smart Sunset Lamp Tuya LED Night Ligh USB RGB Smart Life APP Remote Projection For Room Decoration Photography Festival Birth

מחיר מבצע: [ILS 33.31 ש""ח](https://s.click.aliexpress.com/e/_oEYFFLl) (מחיר מקורי: ILS 95.17 ש""ח)
💸 חסכתם: 65%
⭐ דירוג: 914%
הוזמן כבר 1371 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oEYFFLl

מספר פריט: 1000050
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S6fd1104a1b01480cac74f6800ab60b6f1.jpg
",🎉 פריט מושלם במחיר לוהט – Smart Sunset Lamp Tuya LED Night Ligh USB RGB Smart Life APP Remote Projection For Room Decoration Photography Festival Birth
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S4cad661647454aa3b6174a3dc6a6c8d1i.jpg,,Men's Sport Slippers Summer Sandals Thick Sole Beach Flip-flops Flats Outdoor Breathable Sneaker Size 40-49 Big Fat,ILS 106.48,ILS 52.17,51%,ILS,7,ILS 3.65,7,ILS 3.65,625,88.7,https://s.click.aliexpress.com/e/_olY24cj,,,,,,,1000051,"🚗 שדרוג מושלם לרכב שלך!

🛍 Men's Sport Slippers Summer Sandals Thick Sole Beach Flip-flops Flats Outdoor Breathable Sneaker Size 40-49 Big Fat

מחיר מבצע: [ILS 52.17 ש""ח](https://s.click.aliexpress.com/e/_olY24cj) (מחיר מקורי: ILS 106.48 ש""ח)
💸 חסכתם: 51%
⭐ דירוג: 887%
הוזמן כבר 625 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_olY24cj

מספר פריט: 1000051
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S4cad661647454aa3b6174a3dc6a6c8d1i.jpg
",✨ החידוש שאתם חייבים בבית – Men's Sport Slippers Summer Sandals Thick Sole Beach Flip-flops Flats Outdoor Breathable Sneaker Size 40-49 Big Fat
